,name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre,num_supported_dev,lang.num,Status,revenue,fav_tot,fav_ver,broad_genre,size_mb
1352,"Disney XD – Watch Full Episodes, Movies & Live TV",109049856,0.0,5703,13,3.5,3.0,Entertainment,37,1,free,0.0,19960.5,39.0,Entertainment,109.049856
1353,METAL SLUG 3,151613440,2.99,2798,529,3.5,4.0,Games,43,2,paid,8366.02,9793.0,2116.0,Games,151.61344
1354,CBS Full Episodes and Live TV,93207552,0.0,39436,6,2.5,1.5,Entertainment,37,1,free,0.0,98590.0,9.0,Entertainment,93.207552
1355,东方财富网领先版-财经资讯&股票开户,133628928,0.99,0,0,0.0,0.0,Finance,37,1,paid,0.0,0.0,0.0,Other,133.628928
1356,Dungeon Village,187506688,4.99,1000,15,4.5,4.5,Games,38,5,paid,4990.0,4500.0,67.5,Games,187.506688
1357,Wish - Shopping Made Fun,48428032,0.0,141960,579,4.5,4.5,Shopping,37,30,free,0.0,638820.0,2605.5,Other,48.428032
1358,"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",54198272,2.99,59,3,3.5,3.5,Education,38,1,paid,176.41000000000003,206.5,10.5,Education,54.198272
1359,LiveCollage Pro-Photo Collage Maker&Photo Editor,88022016,1.99,12319,0,4.5,0.0,Photo & Video,37,4,paid,24514.81,55435.5,0.0,Photo & Video,88.022016
1360,Photo Collage Maker & Photo Editor - Live Collage,94266368,0.0,93781,0,4.5,0.0,Photo & Video,37,4,free,0.0,422014.5,0.0,Photo & Video,94.266368
1361,Trigger Fist,144196155,0.0,69624,58269,4.5,4.5,Games,43,1,free,0.0,313308.0,262210.5,Games,144.196155
1362,Talking Ginger for iPad,79683584,0.0,20065,113,4.5,4.0,Entertainment,24,13,free,0.0,90292.5,452.0,Entertainment,79.683584
1363,same - 就是聊得来,123238400,0.0,78,0,4.0,0.0,Social Networking,37,1,free,0.0,312.0,0.0,Other,123.2384
1364,Deck Pass Plus,10240000,1.99,350,170,3.5,3.5,Sports,43,1,paid,696.5,1225.0,595.0,Other,10.24
1365,Tone Sphere,411227136,1.99,360,4,4.5,5.0,Games,40,1,paid,716.4,1620.0,20.0,Games,411.227136
1366,Dragon Island Blue,53772288,0.99,9119,1541,5.0,4.5,Games,43,2,paid,9027.81,45595.0,6934.5,Games,53.772288
1367,Organ Trail: Director's Cut,245444608,2.99,3389,203,4.5,4.5,Games,40,1,paid,10133.11,15250.5,913.5,Games,245.444608
1368,cute icon&wallpaper dressup - CocoPPa,65789952,0.0,12508,810,4.0,4.0,Lifestyle,38,10,free,0.0,50032.0,3240.0,Other,65.789952
1369,DEAD TRIGGER,301228032,0.0,78918,4345,4.5,4.5,Games,43,1,free,0.0,355131.0,19552.5,Games,301.228032
1370,MY LITTLE PONY: Magic Princess Quests,107032576,0.0,65201,148,4.5,4.0,Games,38,13,free,0.0,293404.5,592.0,Games,107.032576
1371,Fragment's Note,714801152,3.99,1,1,5.0,5.0,Games,43,1,paid,3.99,5.0,5.0,Games,714.801152
1372,Bad Piggies,260106240,0.0,26259,38,4.5,3.5,Games,37,1,free,0.0,118165.5,133.0,Games,260.10624
1373,Odysseus: Long Way Home HD (Full),281676680,4.99,39,39,4.0,4.0,Games,26,7,paid,194.61,156.0,156.0,Games,281.67668
1374,KODAK Kiosk Connect App,21434368,0.0,3711,525,4.5,4.5,Photo & Video,38,27,free,0.0,16699.5,2362.5,Photo & Video,21.434368
1375,Modern Essentials,53814272,6.99,112,9,3.5,3.5,Health & Fitness,37,1,paid,782.88,392.0,31.5,Other,53.814272
1376,Snail Bob,210245632,0.99,9453,11,4.5,4.5,Games,25,1,paid,9358.47,42538.5,49.5,Games,210.245632
1377,InstaBoard  for Instagram - photos & videos repost,53230592,0.0,1571,9,3.5,1.5,Photo & Video,37,1,free,0.0,5498.5,13.5,Photo & Video,53.230592
1378,Topia World Builder,59056128,1.99,1775,161,3.5,3.5,Games,43,1,paid,3532.25,6212.5,563.5,Games,59.056128
1379,Bubble Mania™,189151232,0.0,122081,49,4.5,4.0,Games,38,1,free,0.0,549364.5,196.0,Games,189.151232
1380,Dr. Panda Hospital,417707008,2.99,372,24,4.0,4.0,Education,40,15,paid,1112.28,1488.0,96.0,Education,417.707008
1381,Tapage by My Little App,54250496,0.0,41,0,4.5,0.0,Lifestyle,37,1,free,0.0,184.5,0.0,Other,54.250496
1382,UFC ®,45790208,0.0,809,4,2.5,3.0,Sports,37,1,free,0.0,2022.5,12.0,Other,45.790208
1383,Rhonna Collage,123987968,1.99,239,2,4.0,5.0,Photo & Video,38,29,paid,475.61,956.0,10.0,Photo & Video,123.987968
1384,Upward Basketball Coach,36912128,0.99,138,0,3.5,0.0,Sports,37,1,paid,136.62,483.0,0.0,Other,36.912128
1385,Celebrity Look Alike App - Face Compare,49332224,0.0,403,5,2.5,1.0,Entertainment,37,1,free,0.0,1007.5,5.0,Entertainment,49.332224
1386,BADLAND,222380032,2.99,21325,195,4.5,4.5,Games,37,13,paid,63761.75000000001,95962.5,877.5,Games,222.380032
1387,Certified Mixtapes - Hip Hop Albums & Mixtapes,41123840,0.0,9975,15,4.5,3.0,Music,37,1,free,0.0,44887.5,45.0,Other,41.12384
1388,Hungry Shark Evolution,320535552,0.0,83784,358,4.5,4.5,Games,38,33,free,0.0,377028.0,1611.0,Games,320.535552
1389,Into the Dead,171828224,0.0,32492,2346,4.5,4.5,Games,38,14,free,0.0,146214.0,10557.0,Games,171.828224
1390,Fitstar Personal Trainer,50043904,0.0,7496,79,4.5,4.5,Health & Fitness,37,5,free,0.0,33732.0,355.5,Other,50.043904
1391,"Oje, ich wachse!",26168320,1.99,0,0,0.0,0.0,Health & Fitness,37,1,paid,0.0,0.0,0.0,Other,26.16832
1392,书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,52120576,0.99,14,0,5.0,0.0,Book,38,3,paid,13.86,70.0,0.0,Other,52.120576
1393,"Over— Edit Photos, Add Text & Captions to Pictures",109300736,0.0,16221,165,4.5,4.5,Photo & Video,37,1,free,0.0,72994.5,742.5,Photo & Video,109.300736
1394,Google Chrome – The Fast and Secure Web Browser,95385600,0.0,55750,163,3.5,3.0,Utilities,37,37,free,0.0,195125.0,489.0,Other,95.3856
1395,Tentacles: Enter the Dolphin,580818944,2.99,1678,4,4.5,5.0,Games,40,1,paid,5017.22,7551.0,20.0,Games,580.818944
1396,Full Fitness : Exercise Workout Trainer,104803328,2.99,7573,884,4.5,4.5,Health & Fitness,37,11,paid,22643.27,34078.5,3978.0,Other,104.803328
1397,Trainz Driver - train driving game and realistic railroad simulator,384385024,2.99,2228,252,4.0,4.0,Games,43,1,paid,6661.72,8912.0,1008.0,Games,384.385024
1398,Toddler Counting 123,60891136,0.99,121,42,4.0,4.0,Education,43,15,paid,119.78999999999999,484.0,168.0,Education,60.891136
1399,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,22585344,2.99,2079,760,4.5,4.5,Photo & Video,40,9,paid,6216.21,9355.5,3420.0,Photo & Video,22.585344
1400,UNO ™ & Friends,131464192,0.0,68911,2137,4.0,4.0,Games,38,14,free,0.0,275644.0,8548.0,Games,131.464192
1401,Raiden Legacy,177562624,4.99,443,12,4.5,4.0,Games,37,1,paid,2210.57,1993.5,48.0,Games,177.562624
1402,BrainHQ - Brain Training,72673280,0.0,684,0,4.0,0.0,Education,37,2,free,0.0,2736.0,0.0,Education,72.67328
1403,Block Earth,85463040,4.99,2089,278,4.0,5.0,Games,38,1,paid,10424.11,8356.0,1390.0,Games,85.46304
1404,Bastion,1281059840,4.99,14247,320,4.5,4.5,Games,43,1,paid,71092.53,64111.5,1440.0,Games,1281.05984
1405,Rayman Jungle Run,78690304,2.99,25517,273,4.5,4.0,Games,38,8,paid,76295.83,114826.5,1092.0,Games,78.690304
1406,TEDICT - Learn English with TED Video,6398976,2.99,77,2,4.5,4.5,Education,37,18,paid,230.23000000000002,346.5,9.0,Education,6.398976
1407,Big Fish Casino – Best Vegas Slot Machines & Games,108107776,0.0,113959,707,4.5,4.5,Games,38,1,free,0.0,512815.5,3181.5,Games,108.107776
1408,暴风影音-BaoFeng Player,83532800,0.0,287,0,4.5,0.0,Entertainment,38,1,free,0.0,1291.5,0.0,Entertainment,83.5328
1409,SpellingCity,109510656,0.0,1566,402,3.5,3.5,Education,40,16,free,0.0,5481.0,1407.0,Education,109.510656
1410,どうぶつしょうぎ(公式),33780714,0.99,1,1,4.0,4.0,Games,43,1,paid,0.99,4.0,4.0,Games,33.780714
1411,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,0.0,90414,44,5.0,4.0,Social Networking,37,31,free,0.0,452070.0,176.0,Other,79.95392
1412,IronMobile - Ironman Athlete Tracker,5086208,0.99,126,4,3.0,1.5,Sports,37,31,paid,124.74,378.0,6.0,Other,5.086208
1413,Been Together,50371584,0.99,20,1,4.5,5.0,Lifestyle,37,7,paid,19.8,90.0,5.0,Other,50.371584
1414,Hurricane Impact by HurricaneTrack.com,7477248,2.99,60,7,3.5,4.5,Weather,37,1,paid,179.4,210.0,31.5,Other,7.477248
1415,Voice Translate Pro,20605952,3.99,1158,4,4.5,5.0,Business,38,1,paid,4620.42,5211.0,20.0,Other,20.605952
1416,Castle Raid,47127849,0.99,1087,895,4.5,4.5,Games,43,1,paid,1076.1299999999999,4891.5,4027.5,Games,47.127849
1417,Need for Speed™ Most Wanted,2023336960,4.99,7315,161,4.0,3.0,Games,37,11,paid,36501.85,29260.0,483.0,Games,2023.33696
1418,Tiny Wings HD,28681216,2.99,12181,76,4.5,4.5,Games,24,6,paid,36421.19,54814.5,342.0,Games,28.681216
1419,Robot Unicorn Attack 2,106917888,0.0,21432,269,4.5,4.5,Games,40,6,free,0.0,96444.0,1210.5,Games,106.917888
1420,Presidential Election & Electoral College Maps,32719872,2.99,222,1,3.5,3.0,News,37,1,paid,663.7800000000001,777.0,3.0,Other,32.719872
1421,The Secret Society® - Hidden Mystery,1433910272,0.0,168674,252,4.0,4.5,Games,37,11,free,0.0,674696.0,1134.0,Games,1433.910272
1422,Space Agency,34965504,1.99,1565,1,4.5,5.0,Games,37,1,paid,3114.35,7042.5,5.0,Games,34.965504
1423,NBC Sports,129395712,0.0,47172,28,2.5,2.5,Sports,37,31,free,0.0,117930.0,70.0,Other,129.395712
1424,征戦エクスカリバー,89853952,0.0,8,0,3.5,0.0,Games,40,16,free,0.0,28.0,0.0,Games,89.853952
1425,Unfilth Your Habitat,12316672,0.99,321,112,4.5,4.5,Productivity,43,1,paid,317.79,1444.5,504.0,Other,12.316672
1426,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,87569408,4.99,1155,10,4.0,5.0,Travel,37,4,paid,5763.45,4620.0,50.0,Other,87.569408
1427,Word Search Colorful,19643392,0.0,7131,17,4.0,4.5,Games,38,13,free,0.0,28524.0,76.5,Games,19.643392
1428,Wireless Transfer App:Sync backup photo and video,35957760,2.99,1810,15,4.5,4.0,Photo & Video,37,6,paid,5411.900000000001,8145.0,60.0,Photo & Video,35.95776
1429,8 Ball Pool™,86776832,0.0,416736,19076,4.5,4.5,Games,38,10,free,0.0,1875312.0,85842.0,Games,86.776832
1430,Photo Grid - photo collage maker & photo editor,112073728,0.0,40531,10,4.5,4.5,Photo & Video,37,22,free,0.0,182389.5,45.0,Photo & Video,112.073728
1431,ownCloud,34676736,0.99,249,1,3.0,2.0,Productivity,37,26,paid,246.51,747.0,2.0,Other,34.676736
1432,大盛グルメ食堂,109486080,4.99,0,0,0.0,0.0,Games,38,1,paid,0.0,0.0,0.0,Games,109.48608
1433,"YouTube - Watch Videos, Music, and Live Streams",124673024,0.0,278166,0,2.5,0.0,Photo & Video,37,34,free,0.0,695415.0,0.0,Photo & Video,124.673024
1434,TimeTraks,698800,0.99,68,29,2.0,2.0,Entertainment,43,1,paid,67.32,136.0,58.0,Entertainment,0.6988
1435,"Shopular Coupons, Weekly Deals for Target, Walmart",52582400,0.0,22729,997,5.0,5.0,Shopping,37,1,free,0.0,113645.0,4985.0,Other,52.5824
1436,Magellan,44860416,2.99,313,16,4.5,4.5,Music,24,1,paid,935.8700000000001,1408.5,72.0,Other,44.860416
1437,Real Metronome Pro,56131584,1.99,95,22,4.0,4.0,Music,37,23,paid,189.05,380.0,88.0,Other,56.131584
1438,McGraw-Hill K-12 ConnectED Mobile,26227712,0.0,594,10,2.5,3.5,Education,24,1,free,0.0,1485.0,35.0,Education,26.227712
1439,The World Ends with You: Solo Remix,2664228864,17.99,2760,187,4.5,5.0,Games,16,2,paid,49652.399999999994,12420.0,935.0,Games,2664.228864
1440,Bad Piggies HD,260040704,0.0,19018,81,4.5,4.5,Games,24,1,free,0.0,85581.0,364.5,Games,260.040704
1441,Amazon Prime Video,69435392,0.0,43667,1109,4.0,4.5,Entertainment,37,3,free,0.0,174668.0,4990.5,Entertainment,69.435392
1442,Camera360 Concept - HelloCamera,45243392,0.99,1335,9,4.5,4.5,Photo & Video,38,3,paid,1321.65,6007.5,40.5,Photo & Video,45.243392
1443,Hurricane by American Red Cross,54710272,0.0,1158,5,4.0,3.0,Weather,37,1,free,0.0,4632.0,15.0,Other,54.710272
1444,Finding Nemo Storybook Deluxe,1131319296,2.99,117,7,4.0,2.5,Book,38,1,paid,349.83000000000004,468.0,17.5,Other,1131.319296
1445,Weather & Radar,94449664,0.0,37,2,4.0,3.5,Weather,37,21,free,0.0,148.0,7.0,Other,94.449664
1446,キクタン  【Basic】  4000 ～聞いて覚える英単語～(アルク),113008640,3.99,0,0,0.0,0.0,Education,38,1,paid,0.0,0.0,0.0,Education,113.00864
1447,キクタン 【Advanced】 6000 ～聞いて覚える英単語～(アルク),114601984,3.99,0,0,0.0,0.0,Education,38,1,paid,0.0,0.0,0.0,Education,114.601984
1448,キクタン 【Super】 12000 ～聞いて覚える英単語～(アルク),113598464,3.99,0,0,0.0,0.0,Education,38,1,paid,0.0,0.0,0.0,Education,113.598464
1449,PetWorld 3D: My Animal Rescue Premium,177914880,5.99,1815,6,4.0,4.5,Games,38,8,paid,10871.85,7260.0,27.0,Games,177.91488
1450,"Quizlet: Study Flashcards, Languages & Vocabulary",95381504,0.0,16683,23,4.5,4.0,Education,37,13,free,0.0,75073.5,92.0,Education,95.381504
1451,Can Knockdown 3,151453696,1.99,1135,213,4.5,5.0,Games,38,11,paid,2258.65,5107.5,1065.0,Games,151.453696
1452,Super Why! ABC Adventures,147821568,3.99,242,1,3.0,2.0,Education,40,1,paid,965.58,726.0,2.0,Education,147.821568
1453,Photo Editor-,46732288,0.0,9095,411,4.5,4.5,Photo & Video,37,31,free,0.0,40927.5,1849.5,Photo & Video,46.732288
1454,Bingo!™,236914688,0.0,56852,6,4.5,3.0,Games,38,1,free,0.0,255834.0,18.0,Games,236.914688
1455,Blendamaze,53692416,2.99,1504,40,4.5,4.5,Games,40,1,paid,4496.96,6768.0,180.0,Games,53.692416
1456,DMBX 2 - Mountain Bike and BMX,165738053,1.99,42,20,4.0,4.0,Games,39,2,paid,83.58,168.0,80.0,Games,165.738053
1457,Traffic Racer,132160512,0.0,22458,369,4.5,4.5,Games,40,16,free,0.0,101061.0,1660.5,Games,132.160512
1458,"Karaoke - Sing Karaoke, Unlimited Songs!",95711232,0.0,28606,955,4.5,4.5,Music,38,19,free,0.0,128727.0,4297.5,Other,95.711232
1459,百度网盘,114601984,0.0,2434,7,4.5,5.0,Productivity,38,1,free,0.0,10953.0,35.0,Other,114.601984
1460,Bingo Pop,274991104,0.0,18971,36,4.0,4.0,Games,38,1,free,0.0,75884.0,144.0,Games,274.991104
1461,Infectonator,25939813,0.99,3069,1315,4.5,4.5,Games,43,16,paid,3038.31,13810.5,5917.5,Games,25.939813
1462,Tinder,126720000,0.0,143040,114,3.5,4.0,Lifestyle,37,42,free,0.0,500640.0,456.0,Other,126.72
1463,ZARA,61317120,0.0,2731,48,4.5,4.5,Shopping,37,29,free,0.0,12289.5,216.0,Other,61.31712
1464,万年历-农历黄历日历天气,111135744,0.0,0,0,0.0,0.0,Utilities,38,3,free,0.0,0.0,0.0,Other,111.135744
1465,Slayin,22982656,0.99,45574,34080,4.5,4.5,Games,43,1,paid,45118.26,205083.0,153360.0,Games,22.982656
1466,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",69922816,4.99,382,10,3.5,4.0,Education,26,1,paid,1906.18,1337.0,40.0,Education,69.922816
1467,Stick Texting Emoji Emoticons Killer,90030080,1.99,321,13,3.0,2.5,Utilities,37,1,paid,638.79,963.0,32.5,Other,90.03008
1468,Super Hexagon,33219584,2.99,10748,1842,4.5,4.5,Games,38,1,paid,32136.520000000004,48366.0,8289.0,Games,33.219584
1469,ヨドバシ,19196928,0.0,0,0,0.0,0.0,Shopping,37,1,free,0.0,0.0,0.0,Other,19.196928
1470,True Skate,66697216,1.99,11065,35,4.0,3.5,Games,37,1,paid,22019.35,44260.0,122.5,Games,66.697216
1471,平安金管家 — 值得信赖的移动金融生活管家,131750912,0.0,5,0,2.5,0.0,Finance,38,2,free,0.0,12.5,0.0,Other,131.750912
1472,I see! Math1,96665600,4.99,0,0,0.0,0.0,Education,26,2,paid,0.0,0.0,0.0,Education,96.6656
1473,Cafeteria Nipponica,186856448,4.99,274,4,4.5,5.0,Games,38,4,paid,1367.26,1233.0,20.0,Games,186.856448
1474,STARZ,110111744,0.0,8971,267,3.5,4.5,Entertainment,37,1,free,0.0,31398.5,1201.5,Entertainment,110.111744
1475,Pac-12 Now,71500800,0.0,1221,6,3.0,3.0,Sports,37,1,free,0.0,3663.0,18.0,Other,71.5008
1476,Camera+ for iPad,62664704,4.99,641,22,3.5,3.5,Photo & Video,24,10,paid,3198.59,2243.5,77.0,Photo & Video,62.664704
1477,Word Chums,90521600,3.99,11536,171,5.0,5.0,Games,38,1,paid,46028.64,57680.0,855.0,Games,90.5216
1478,Dr. Panda's Restaurant,125091840,1.99,370,116,4.0,4.5,Games,40,17,paid,736.3,1480.0,522.0,Games,125.09184
1479,LAMP Words For Life,583263232,299.99,41,0,4.0,0.0,Education,24,1,paid,12299.59,164.0,0.0,Education,583.263232
1480,Jumping Horses Champions,41161832,0.99,835,835,4.5,4.5,Games,43,1,paid,826.65,3757.5,3757.5,Games,41.161832
1481,スシロー,32113664,0.0,0,0,0.0,0.0,Food & Drink,37,1,free,0.0,0.0,0.0,Other,32.113664
1482,WWE,88150016,0.0,7553,29,4.0,3.5,Entertainment,37,9,free,0.0,30212.0,101.5,Entertainment,88.150016
1483,Starfall Learn to Read,107464704,0.0,474,3,4.0,5.0,Education,40,1,free,0.0,1896.0,15.0,Education,107.464704
1484,The Room,338273280,0.99,143908,1056,5.0,5.0,Games,24,1,paid,142468.92,719540.0,5280.0,Games,338.27328
1485,Followers - Social Analytics For Instagram,59160576,0.0,112778,139,4.5,4.5,Social Networking,37,11,free,0.0,507501.0,625.5,Other,59.160576
1486,Stock Market HD: Real Time Stocks Tracker + Forex,77485056,2.99,1275,8,3.5,4.0,Finance,37,1,paid,3812.2500000000005,4462.5,32.0,Other,77.485056
1487,"It's The Great Pumpkin, Charlie Brown",141408256,5.99,632,0,4.0,0.0,Book,37,1,paid,3785.6800000000003,2528.0,0.0,Other,141.408256
1488,ClassDojo,80195584,0.0,35440,122,4.5,5.0,Education,37,55,free,0.0,159480.0,610.0,Education,80.195584
1489,NASCAR MOBILE,70040576,0.0,16385,6556,4.0,4.5,Sports,37,1,free,0.0,65540.0,29502.0,Other,70.040576
1490,Daniel Tiger’s Neighborhood: Play at Home with Daniel,58736640,2.99,930,88,3.5,3.5,Education,43,1,paid,2780.7000000000003,3255.0,308.0,Education,58.73664
1491,百度地图HD,107509760,0.0,771,22,4.5,4.0,Navigation,24,2,free,0.0,3469.5,88.0,Other,107.50976
1492,Cymera - Photo & Beauty Editor & Collage,123231232,0.0,523,0,3.0,0.0,Photo & Video,38,13,free,0.0,1569.0,0.0,Photo & Video,123.231232
1493,Candy Crush Saga,222846976,0.0,961794,2453,4.5,4.5,Games,43,24,free,0.0,4328073.0,11038.5,Games,222.846976
1494,Ugly,47773530,0.0,224,224,4.0,4.0,Entertainment,43,1,free,0.0,896.0,896.0,Entertainment,47.77353
1495,Crazy Taxi,277301248,0.0,8573,42,4.0,4.0,Games,37,11,free,0.0,34292.0,168.0,Games,277.301248
1496,Touch Camera - Fast Recording and Burst,5071872,1.99,36,1,1.0,1.0,Photo & Video,37,3,paid,71.64,36.0,1.0,Photo & Video,5.071872
1497,Jメール 出会える人気の匿名SNS出会い系アプリ,27784192,0.0,11,0,3.5,0.0,Social Networking,37,2,free,0.0,38.5,0.0,Other,27.784192
1498,SMART Notebook for iPad,97378304,5.99,301,13,2.5,3.5,Education,24,6,paid,1802.99,752.5,45.5,Education,97.378304
1499,The Tiny Bang Story,189565952,1.99,143,14,3.0,3.5,Games,37,9,paid,284.57,429.0,49.0,Games,189.565952
1500,滴滴出行,108676096,0.0,1103,4,4.0,1.5,Travel,37,2,free,0.0,4412.0,6.0,Other,108.676096
1501,Campaign Manager - A Presidential Election Simulation Game,7053312,2.99,116,40,4.0,4.0,Games,40,1,paid,346.84000000000003,464.0,160.0,Games,7.053312
1502,Vector HD,137798656,0.99,1291,30,4.5,3.5,Games,24,1,paid,1278.09,5809.5,105.0,Games,137.798656
1503,百度网盘 HD,50118656,0.0,869,1,4.0,1.0,Productivity,24,1,free,0.0,3476.0,1.0,Other,50.118656
1504,Talking Angela for iPad,76846080,0.0,32763,191,3.5,3.5,Entertainment,24,13,free,0.0,114670.5,668.5,Entertainment,76.84608
1505,Earn to Die,56385536,0.99,6977,893,4.5,4.5,Games,43,1,paid,6907.23,31396.5,4018.5,Games,56.385536
1506,Earn to Die HD,49803264,2.99,2028,489,4.5,5.0,Games,26,1,paid,6063.72,9126.0,2445.0,Games,49.803264
1507,Baby Rattle with Child Lock,22364160,1.99,441,402,4.5,4.5,Games,40,14,paid,877.59,1984.5,1809.0,Games,22.36416
1508,Clue Solver - for Clue or Cluedo board games,77971456,0.99,185,1,1.5,3.0,Games,37,1,paid,183.15,277.5,3.0,Games,77.971456
1509,ESPN Fantasy Football Baseball Basketball Hockey,25164800,0.0,64925,1543,4.0,3.5,Sports,37,1,free,0.0,259700.0,5400.5,Other,25.1648
1510,TransParent Compass,35382272,0.0,0,0,0.0,0.0,Utilities,37,2,free,0.0,0.0,0.0,Other,35.382272
1511,去哪儿攻略—查游记旅游攻略，订机票酒店,57138176,0.0,25,1,4.0,5.0,Travel,37,1,free,0.0,100.0,5.0,Other,57.138176
1512,Draw a Stickman: EPIC,72376320,1.99,413,42,4.5,4.5,Games,38,1,paid,821.87,1858.5,189.0,Games,72.37632
1513,Year Walk,213773594,3.99,1951,1333,4.5,4.5,Games,43,1,paid,7784.490000000001,8779.5,5998.5,Games,213.773594
1514,Angry Birds Friends,190382080,0.0,23655,376,4.0,4.5,Games,37,1,free,0.0,94620.0,1692.0,Games,190.38208
1515,Kirkland's Spin to Win,9965568,0.0,177,10,3.0,3.0,Shopping,38,1,free,0.0,531.0,30.0,Other,9.965568
1516,Real Racing 3,874184704,0.0,164483,171,4.5,4.5,Games,38,12,free,0.0,740173.5,769.5,Games,874.184704
1517,Pacific Fleet,92250112,5.99,806,461,4.0,4.5,Games,43,1,paid,4827.9400000000005,3224.0,2074.5,Games,92.250112
1518,Toca Tailor,57734144,2.99,4059,28,4.5,4.0,Education,40,19,paid,12136.410000000002,18265.5,112.0,Education,57.734144
1519,"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",57836544,4.99,5611,1549,5.0,5.0,Business,38,9,paid,27998.89,28055.0,7745.0,Other,57.836544
1520,Draw a Stickman: EPIC HD,113565696,2.99,895,164,4.5,4.5,Games,24,1,paid,2676.05,4027.5,738.0,Games,113.565696
1521,TNNS,42757772,1.99,65,17,4.5,5.0,Games,43,1,paid,129.35,292.5,85.0,Games,42.757772
1522,MetaMoJi Note - note taking and PDF annotation app,103659520,7.99,493,2,4.0,4.5,Productivity,38,13,paid,3939.07,1972.0,9.0,Other,103.65952
1523,HelloTalk Language Exchange Learning App,167054336,0.0,1619,50,4.0,4.5,Education,38,20,free,0.0,6476.0,225.0,Education,167.054336
1524,Angry Birds Star Wars,177338368,0.0,34138,7,4.5,3.5,Games,37,1,free,0.0,153621.0,24.5,Games,177.338368
1525,Angry Birds Star Wars HD,212249600,0.0,22674,10,4.5,4.5,Games,24,1,free,0.0,102033.0,45.0,Games,212.2496
1526,Shpock Boot Sale & Classifieds App. Buy & Sell,82904064,0.0,212,1,4.0,5.0,Shopping,37,6,free,0.0,848.0,5.0,Other,82.904064
1527,Total - Free browser with file manager and cloud storage support,75883520,0.0,4231,288,4.5,4.0,Entertainment,38,7,free,0.0,19039.5,1152.0,Entertainment,75.88352
1528,"Network Analyzer - wifi scanner, speed test, tools",12513280,3.99,2840,258,4.5,5.0,Utilities,37,1,paid,11331.6,12780.0,1290.0,Other,12.51328
1529,"Inkly: Greeting Cards, Postcards, Flowers & Gifts",139865088,0.0,1034,859,4.5,5.0,Shopping,37,21,free,0.0,4653.0,4295.0,Other,139.865088
1530,Dashy Crashy,166305792,0.0,3979,374,4.5,4.5,Games,37,12,free,0.0,17905.5,1683.0,Games,166.305792
1531,CUBE SNAP,85362688,0.99,1133,142,4.5,4.5,Games,37,1,paid,1121.67,5098.5,639.0,Games,85.362688
1532,File Manager Pro App,14442496,4.99,2154,27,4.5,4.0,Business,37,2,paid,10748.460000000001,9693.0,108.0,Other,14.442496
1533,Modern Combat 4: Zero Hour,2169602048,6.99,12916,1213,4.0,4.0,Games,39,13,paid,90282.84,51664.0,4852.0,Games,2169.602048
1534,InsTrack for Instagram - Analytics Plus More,14225408,0.0,85535,1897,4.5,4.5,Social Networking,37,31,free,0.0,384907.5,8536.5,Other,14.225408
1535,Weblock - AdBlock for apps and websites,37883904,1.99,1880,118,3.5,3.5,Utilities,37,7,paid,3741.2,6580.0,413.0,Other,37.883904
1536,"Ibotta: Cash Back App, Grocery Coupons & Shopping",192774144,0.0,44313,0,4.5,0.0,Shopping,37,1,free,0.0,199408.5,0.0,Other,192.774144
1537,Lumps of Clay,90752000,0.99,0,0,0.0,0.0,Games,37,1,paid,0.0,0.0,0.0,Games,90.752
1538,直播吧(官方版)-体育从这里开始,63309824,0.0,13,0,5.0,0.0,Sports,38,1,free,0.0,65.0,0.0,Other,63.309824
1539,Mini Golf Stars! Retro Golf Game,224983040,0.0,9411,165,4.5,4.5,Games,37,9,free,0.0,42349.5,742.5,Games,224.98304
1540,"Concepts - Sketch, Design, Illustrate",130532352,0.0,3101,61,4.5,4.5,Productivity,37,12,free,0.0,13954.5,274.5,Other,130.532352
1541,Lili™,797827072,0.99,2701,825,4.0,4.0,Games,39,1,paid,2673.99,10804.0,3300.0,Games,797.827072
1542,Capture - Control Your GoPro Camera - Share Video,94800896,0.0,6542,145,3.0,1.5,Photo & Video,37,10,free,0.0,19626.0,217.5,Photo & Video,94.800896
1543,Clumsy Ninja,255400960,0.0,123032,608,4.5,4.5,Games,40,5,free,0.0,553644.0,2736.0,Games,255.40096
1544,Agricola,349272064,6.99,1107,27,4.0,4.5,Games,40,7,paid,7737.93,4428.0,121.5,Games,349.272064
1545,T-Mobile,65560576,0.0,19977,828,4.0,4.5,Productivity,37,1,free,0.0,79908.0,3726.0,Other,65.560576
1546,Peatix -Discover events & communities in your city,84125696,0.0,10,0,3.0,0.0,Entertainment,37,2,free,0.0,30.0,0.0,Entertainment,84.125696
1547,Dragon City Mobile,123612160,0.0,277268,223,4.5,4.5,Games,38,12,free,0.0,1247706.0,1003.5,Games,123.61216
